EventName	DeviceIDHash	EventTimestamp	ExpId
MainScreenAppear	7790624700612013518	1564413554	246
CartScreenAppear	2619827638114932367	1564413622	246
MainScreenAppear	7967446953390764167	1564414056	246
MainScreenAppear	854319750095556940	1564414316	246
MainScreenAppear	1788907614571331772	1564415302	248
CartScreenAppear	78033526859485994	1564415727	246
PaymentScreenSuccessful	78033526859485994	1564415727	246
CartScreenAppear	790376913952472135	1564416029	247
CartScreenAppear	790376913952472135	1564416057	247
MainScreenAppear	2580943867406133933	1564416467	246
PaymentScreenSuccessful	341779376849070941	1564416988	248
CartScreenAppear	341779376849070941	1564416989	248
MainScreenAppear	7277378167431106506	1564417033	248
MainScreenAppear	7849666863538639669	1564418231	248
OffersScreenAppear	7849666863538639669	1564418241	248
OffersScreenAppear	7849666863538639669	1564418283	248
MainScreenAppear	7849666863538639669	1564418364	248
MainScreenAppear	2310567447000311087	1564418500	247
OffersScreenAppear	2310567447000311087	1564418504	247
MainScreenAppear	6446139002206617459	1564418578	248
MainScreenAppear	3226469711415915535	1564418987	246
MainScreenAppear	5496023611025522824	1564419063	246
MainScreenAppear	5496023611025522824	1564419068	246
MainScreenAppear	7876646426965617585	1564419071	246
MainScreenAppear	5496023611025522824	1564419129	246
CartScreenAppear	3377270958483506175	1564419551	248
MainScreenAppear	5496023611025522824	1564419643	246
CartScreenAppear	2555214839587509656	1564419878	248
MainScreenAppear	4668832298353666743	1564420072	247
PaymentScreenSuccessful	4616785310672126142	1564420156	248
CartScreenAppear	4616785310672126142	1564420157	248
MainScreenAppear	5277705308722446517	1564420239	247
CartScreenAppear	1448741017727972417	1564420630	248
CartScreenAppear	7643402151816734464	1564420644	248
MainScreenAppear	2675455403240375807	1564420962	248
MainScreenAppear	2675455403240375807	1564420969	248
CartScreenAppear	2675455403240375807	1564420969	248
OffersScreenAppear	2675455403240375807	1564420972	248
MainScreenAppear	6539118331871021757	1564421085	248
MainScreenAppear	6528468009114101570	1564421328	247
MainScreenAppear	5846926831097346495	1564421385	246
CartScreenAppear	5846926831097346495	1564421397	246
MainScreenAppear	5846926831097346495	1564421398	246
MainScreenAppear	1574223478761328845	1564421757	248
MainScreenAppear	6974079226392223415	1564421811	247
MainScreenAppear	6974079226392223415	1564421812	247
MainScreenAppear	6974079226392223415	1564421837	247
MainScreenAppear	6429004127160269251	1564421853	246
CartScreenAppear	8835108532520342368	1564421902	246
MainScreenAppear	6932939296614964986	1564422389	248
MainScreenAppear	1972093087416208905	1564422975	248
PaymentScreenSuccessful	7943407819674836736	1564423054	246
CartScreenAppear	7943407819674836736	1564423055	246
MainScreenAppear	3978977709753461804	1564423203	247
MainScreenAppear	8912631802804031397	1564423253	246
MainScreenAppear	2874246907812105267	1564423703	247
MainScreenAppear	5855519572139933341	1564424331	247
CartScreenAppear	5855519572139933341	1564424337	247
MainScreenAppear	5855519572139933341	1564424338	247
OffersScreenAppear	5855519572139933341	1564424347	247
OffersScreenAppear	7890520408627602241	1564424431	248
MainScreenAppear	3221676487280452576	1564424470	247
MainScreenAppear	4045960531434778873	1564424599	247
MainScreenAppear	3702922525640646275	1564425332	248
MainScreenAppear	669579432629749723	1564425705	246
MainScreenAppear	5835864198931948424	1564426051	248
MainScreenAppear	5837760886918767127	1564427473	247
MainScreenAppear	1815794477819810028	1564428025	246
MainScreenAppear	4070786573231839686	1564428187	248
OffersScreenAppear	4070786573231839686	1564428222	248
OffersScreenAppear	4070786573231839686	1564428237	248
MainScreenAppear	4070786573231839686	1564428246	248
OffersScreenAppear	4070786573231839686	1564428259	248
OffersScreenAppear	4070786573231839686	1564428266	248
MainScreenAppear	1453298361789539604	1564428919	247
MainScreenAppear	6953193622581564818	1564429010	246
MainScreenAppear	2219577395511577825	1564429364	248
OffersScreenAppear	6147695714293556565	1564429662	247
MainScreenAppear	346200662669004391	1564429815	246
MainScreenAppear	346200662669004391	1564429823	246
MainScreenAppear	455812380260872971	1564429824	247
MainScreenAppear	346200662669004391	1564429829	246
MainScreenAppear	6666894654867068896	1564430492	248
CartScreenAppear	4154155356776736905	1564432460	248
PaymentScreenSuccessful	4154155356776736905	1564432460	248
OffersScreenAppear	1864330314524351514	1564434180	246
MainScreenAppear	3832398014676717688	1564434352	248
MainScreenAppear	7279575289888429120	1564435350	246
MainScreenAppear	19151588103329050	1564436151	248
MainScreenAppear	2956232373988562302	1564438983	246
MainScreenAppear	2255262833937562054	1564448467	246
MainScreenAppear	2729404905328132990	1564451815	248
MainScreenAppear	6602771251234895823	1564454129	247
MainScreenAppear	8827221307118261838	1564455236	246
MainScreenAppear	5178536773783943582	1564457011	248
MainScreenAppear	5851516866598902096	1564457794	247
MainScreenAppear	1667051694086836247	1564459388	246
MainScreenAppear	1667051694086836247	1564459396	246
MainScreenAppear	1667051694086836247	1564459399	246
MainScreenAppear	5352128300919133559	1564459667	247
MainScreenAppear	5901099887331918929	1564459720	248
MainScreenAppear	5901099887331918929	1564459743	248
MainScreenAppear	5901099887331918929	1564459756	248
MainScreenAppear	1558759113021351652	1564460607	246
MainScreenAppear	6839962675322729918	1564461670	246
MainScreenAppear	463651380788988263	1564461775	248
MainScreenAppear	8189826307451775293	1564461791	248
MainScreenAppear	3449512187800001327	1564462627	246
OffersScreenAppear	3990271807424232955	1564463286	247
MainScreenAppear	7060940278888962128	1564464173	247
OffersScreenAppear	4149873077336348314	1564464222	247
MainScreenAppear	5685869743859647073	1564464424	246
MainScreenAppear	6421065471506532863	1564464657	246
MainScreenAppear	5847243261577598554	1564465009	248
MainScreenAppear	4884527525445118462	1564465198	246
MainScreenAppear	3551033798723561677	1564465504	246
MainScreenAppear	5685869743859647073	1564465716	246
MainScreenAppear	5685869743859647073	1564465730	246
MainScreenAppear	5685869743859647073	1564465737	246
MainScreenAppear	5685869743859647073	1564465744	246
MainScreenAppear	7380851110403643522	1564465923	247
MainScreenAppear	5685869743859647073	1564466389	246
MainScreenAppear	5685869743859647073	1564466399	246
MainScreenAppear	5685869743859647073	1564466407	246
MainScreenAppear	5685869743859647073	1564466415	246
MainScreenAppear	778967428047457273	1564466787	248
MainScreenAppear	6456488128532248752	1564467278	246
MainScreenAppear	6340307811102438090	1564467762	247
OffersScreenAppear	6317202013097808304	1564467972	247
MainScreenAppear	5764956604074338766	1564468331	246
CartScreenAppear	8112044092683980775	1564468908	248
MainScreenAppear	6101971275297702158	1564469285	248
CartScreenAppear	8845165971682091499	1564469394	246
PaymentScreenSuccessful	8845165971682091499	1564469394	246
MainScreenAppear	519181928972114252	1564469738	248
MainScreenAppear	570957397870579634	1564469777	248
MainScreenAppear	3409291479824111132	1564469896	246
MainScreenAppear	7197985851092905245	1564470529	248
MainScreenAppear	3363358192404140685	1564470700	248
MainScreenAppear	4960833393626357500	1564470817	246
CartScreenAppear	5428069743841435664	1564470918	248
PaymentScreenSuccessful	5428069743841435664	1564470918	248
OffersScreenAppear	5545198748420302751	1564471810	248
CartScreenAppear	1335983822544135331	1564471862	247
PaymentScreenSuccessful	1335983822544135331	1564471862	247
MainScreenAppear	6084793415291969111	1564472867	247
MainScreenAppear	4466674552961236524	1564473614	248
MainScreenAppear	9131226546498311572	1564473796	246
MainScreenAppear	5252149879603423149	1564474192	246
MainScreenAppear	2454898435959746867	1564474209	246
CartScreenAppear	8519601762536574126	1564474531	247
PaymentScreenSuccessful	8519601762536574126	1564474531	247
PaymentScreenSuccessful	8519601762536574126	1564474554	247
CartScreenAppear	8519601762536574126	1564474554	247
MainScreenAppear	2546485934419825851	1564474562	248
CartScreenAppear	2546485934419825851	1564474568	248
MainScreenAppear	2546485934419825851	1564474568	248
MainScreenAppear	7275315765924178906	1564474743	247
MainScreenAppear	5613408041324010552	1564474784	248
MainScreenAppear	5613408041324010552	1564474784	248
MainScreenAppear	9160754568351085692	1564475114	248
MainScreenAppear	3848045991888147406	1564475332	248
CartScreenAppear	2427083753790244053	1564475420	248
MainScreenAppear	1221939279706899320	1564475450	248
MainScreenAppear	5685869743859647073	1564475568	246
MainScreenAppear	4565699688070983762	1564475572	246
MainScreenAppear	5786008888675979971	1564475909	248
CartScreenAppear	3603221798976493506	1564476014	246
PaymentScreenSuccessful	111394506613435756	1564476316	246
MainScreenAppear	8115340604306569112	1564476419	246
OffersScreenAppear	1897094419292783753	1564476487	247
MainScreenAppear	7007022936165546467	1564476742	248
MainScreenAppear	5522310194885794315	1564477262	247
MainScreenAppear	5522310194885794315	1564477408	247
MainScreenAppear	5522310194885794315	1564477501	247
MainScreenAppear	5522310194885794315	1564477549	247
MainScreenAppear	5522310194885794315	1564477570	247
MainScreenAppear	4634105703995053422	1564477599	248
MainScreenAppear	4027877080668199165	1564478085	247
MainScreenAppear	2958714898406832841	1564478507	247
MainScreenAppear	6274455082583969109	1564478778	246
OffersScreenAppear	4650620286209946545	1564479125	247
OffersScreenAppear	4650620286209946545	1564479128	247
MainScreenAppear	985502524530975475	1564479617	248
MainScreenAppear	3156880967696107229	1564479627	248
MainScreenAppear	167651540108822443	1564479762	248
OffersScreenAppear	32131536909829030	1564480165	247
PaymentScreenSuccessful	8043544466477493917	1564480248	248
MainScreenAppear	3241873332777515730	1564480251	246
PaymentScreenSuccessful	4933297437823212939	1564480410	246
CartScreenAppear	4933297437823212939	1564480410	246
CartScreenAppear	2663398978989834735	1564481266	247
MainScreenAppear	7191999331603008300	1564481771	248
MainScreenAppear	2097351145706278887	1564482303	247
MainScreenAppear	2097351145706278887	1564482329	247
MainScreenAppear	2097351145706278887	1564482360	247
MainScreenAppear	2097351145706278887	1564482378	247
MainScreenAppear	2097351145706278887	1564482385	247
MainScreenAppear	2097351145706278887	1564482417	247
MainScreenAppear	6298501673645299113	1564482452	246
MainScreenAppear	2097351145706278887	1564482482	247
MainScreenAppear	2097351145706278887	1564482519	247
MainScreenAppear	2097351145706278887	1564482587	247
OffersScreenAppear	2097351145706278887	1564482643	247
OffersScreenAppear	2097351145706278887	1564482674	247
MainScreenAppear	2696661019439251606	1564482819	247
PaymentScreenSuccessful	6804587561311670720	1564482917	246
CartScreenAppear	6804587561311670720	1564482917	246
OffersScreenAppear	6076189465071059265	1564483088	248
MainScreenAppear	2012178955554802848	1564483235	247
MainScreenAppear	3275811698770626238	1564483447	247
MainScreenAppear	8361410115196303299	1564483656	248
MainScreenAppear	7501414109395320406	1564483689	248
MainScreenAppear	8361410115196303299	1564484019	248
MainScreenAppear	4154155356776736905	1564484039	248
MainScreenAppear	4154155356776736905	1564484048	248
OffersScreenAppear	4154155356776736905	1564484049	248
MainScreenAppear	8361410115196303299	1564484084	248
MainScreenAppear	8361410115196303299	1564484126	248
OffersScreenAppear	6991707383660138921	1564484250	247
MainScreenAppear	8361410115196303299	1564484299	248
MainScreenAppear	8361410115196303299	1564484362	248
MainScreenAppear	8361410115196303299	1564484469	248
OffersScreenAppear	7238309430968098875	1564484517	248
MainScreenAppear	1071056919011174963	1564484573	248
MainScreenAppear	7007682110399495736	1564484767	248
MainScreenAppear	9011626811472078743	1564484769	247
MainScreenAppear	7688109704236398172	1564484917	247
MainScreenAppear	837542968599109939	1564485161	247
MainScreenAppear	4579852380286911008	1564485194	248
MainScreenAppear	8376730413928148138	1564485212	246
MainScreenAppear	4342525543743792989	1564485320	247
MainScreenAppear	9011160146324462744	1564485472	247
OffersScreenAppear	3794510193885771006	1564485686	247
MainScreenAppear	5104653286104632186	1564485704	246
MainScreenAppear	4259719745400228852	1564485706	246
MainScreenAppear	5510275687753597328	1564485740	247
PaymentScreenSuccessful	972892296456783714	1564486205	246
CartScreenAppear	972892296456783714	1564486205	246
OffersScreenAppear	4868072956413378225	1564486337	248
MainScreenAppear	8307289743916779109	1564486508	246
MainScreenAppear	4338386507565611233	1564486540	246
MainScreenAppear	612511245090368152	1564486738	248
MainScreenAppear	1203612463770701774	1564486755	248
MainScreenAppear	346200662669004391	1564486776	246
MainScreenAppear	346200662669004391	1564486787	246
OffersScreenAppear	2777506549243243686	1564486839	248
MainScreenAppear	7092770789375305513	1564487104	247
MainScreenAppear	6373967202214126197	1564487160	246
MainScreenAppear	2279083320611785713	1564487276	246
OffersScreenAppear	8981353384232386376	1564487357	247
MainScreenAppear	5522310194885794315	1564487862	247
MainScreenAppear	2382441238707236188	1564487876	248
MainScreenAppear	2382441238707236188	1564487905	248
MainScreenAppear	5522310194885794315	1564488022	247
MainScreenAppear	5522310194885794315	1564488038	247
MainScreenAppear	2382441238707236188	1564488046	248
MainScreenAppear	7155428851199858614	1564488099	246
MainScreenAppear	4992500383611585031	1564488352	247
OffersScreenAppear	1130403566368923172	1564488429	246
MainScreenAppear	8732255861188635857	1564488459	246
MainScreenAppear	8732255861188635857	1564488469	246
PaymentScreenSuccessful	4089267023360117805	1564488595	248
MainScreenAppear	5442975316831953147	1564488778	247
MainScreenAppear	3866369061828591936	1564489108	247
PaymentScreenSuccessful	413212779751960561	1564489137	248
CartScreenAppear	413212779751960561	1564489137	248
MainScreenAppear	3292402385507082335	1564489619	248
PaymentScreenSuccessful	5417188613634296591	1564489735	246
CartScreenAppear	5417188613634296591	1564489736	246
MainScreenAppear	3028197641490679860	1564490348	248
MainScreenAppear	3184294769293286652	1564490360	248
MainScreenAppear	4219784401218166459	1564490558	246
MainScreenAppear	3273781545635619072	1564490903	246
MainScreenAppear	2627570588224097646	1564491147	246
MainScreenAppear	4406555324767454757	1564491215	247
OffersScreenAppear	6879867863875750976	1564491727	248
MainScreenAppear	670503647908011387	1564491932	247
MainScreenAppear	7682434851425118819	1564492015	247
MainScreenAppear	6031379944093363239	1564492325	247
